locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOAGDLFN_01307	CDS	864				hypothetical protein
LOAGDLFN_01308	CDS	657				hypothetical protein
LOAGDLFN_01309	CDS	813	uxuB_1	1.-.-.-	COG1028	putative oxidoreductase UxuB
LOAGDLFN_01310	CDS	1176	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
LOAGDLFN_01311	CDS	1359				hypothetical protein
LOAGDLFN_01312	CDS	3243	susC_14			TonB-dependent receptor SusC
LOAGDLFN_01313	CDS	1842				hypothetical protein
LOAGDLFN_01314	CDS	1581		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
LOAGDLFN_01315	CDS	3888	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_01316	CDS	2457				hypothetical protein
LOAGDLFN_01317	CDS	1221		3.4.24.-	COG0612	putative zinc protease
LOAGDLFN_01318	CDS	537		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
LOAGDLFN_01319	CDS	603	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
LOAGDLFN_01320	CDS	921	scrK	2.7.1.4	COG0524	Fructokinase
LOAGDLFN_01321	CDS	1038	chiA1	3.2.1.14		Chitinase A1
LOAGDLFN_01322	CDS	2523				hypothetical protein
LOAGDLFN_01323	CDS	1095	mnmA_3	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
LOAGDLFN_01324	CDS	780	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LOAGDLFN_01325	CDS	492				hypothetical protein
LOAGDLFN_01326	CDS	3126				hypothetical protein
LOAGDLFN_01327	CDS	1116				hypothetical protein
LOAGDLFN_01328	CDS	222				hypothetical protein
LOAGDLFN_01329	CDS	1611				hypothetical protein
LOAGDLFN_01330	CDS	996				hypothetical protein
LOAGDLFN_01331	CDS	1317				hypothetical protein
LOAGDLFN_01332	CDS	1614				hypothetical protein
LOAGDLFN_01333	CDS	1656				IS1182 family transposase ISBthe2
LOAGDLFN_01334	CDS	2727				hypothetical protein
LOAGDLFN_01335	CDS	1119	xerC_5			Tyrosine recombinase XerC
LOAGDLFN_01336	CDS	1056	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LOAGDLFN_01337	CDS	1446				hypothetical protein
LOAGDLFN_01338	CDS	1365				hypothetical protein
LOAGDLFN_01339	CDS	2127	dpp7_1	3.4.14.-		Dipeptidyl-peptidase 7
LOAGDLFN_01340	CDS	276				hypothetical protein
LOAGDLFN_01341	CDS	1875	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
LOAGDLFN_01342	CDS	186				hypothetical protein
LOAGDLFN_01343	CDS	258				hypothetical protein
LOAGDLFN_01344	CDS	648				hypothetical protein
LOAGDLFN_01345	CDS	648				hypothetical protein
LOAGDLFN_01346	CDS	831				hypothetical protein
LOAGDLFN_01347	CDS	300				hypothetical protein
LOAGDLFN_01348	CDS	420				hypothetical protein
LOAGDLFN_01349	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LOAGDLFN_01350	CDS	615		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
LOAGDLFN_01351	CDS	2631	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
LOAGDLFN_01352	tRNA	75				tRNA-Met(cat)
LOAGDLFN_01353	CDS	204				hypothetical protein
LOAGDLFN_01354	CDS	1299				hypothetical protein
LOAGDLFN_01355	CDS	498				hypothetical protein
LOAGDLFN_01356	CDS	648				hypothetical protein
LOAGDLFN_01357	CDS	249				hypothetical protein
LOAGDLFN_01358	CDS	219				hypothetical protein
LOAGDLFN_01359	CDS	480				hypothetical protein
LOAGDLFN_01360	CDS	348				hypothetical protein
LOAGDLFN_01361	CDS	666	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
LOAGDLFN_01362	CDS	1185				hypothetical protein
LOAGDLFN_01363	CDS	684	mprA_2		COG0745	Response regulator MprA
LOAGDLFN_01364	CDS	1539	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
LOAGDLFN_01365	CDS	2073				hypothetical protein
LOAGDLFN_01366	CDS	429	sufE		COG2166	Cysteine desulfuration protein SufE
LOAGDLFN_01367	CDS	1005				hypothetical protein
LOAGDLFN_01368	CDS	1758				hypothetical protein
LOAGDLFN_01369	CDS	909	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
LOAGDLFN_01370	CDS	1065	buk2	2.7.2.7	COG3426	Butyrate kinase 2
LOAGDLFN_01371	CDS	1251				hypothetical protein
LOAGDLFN_01372	CDS	99				hypothetical protein
LOAGDLFN_01373	CDS	1566				IS66 family transposase ISBthe5
LOAGDLFN_01374	CDS	351				hypothetical protein
LOAGDLFN_01375	CDS	405				hypothetical protein
LOAGDLFN_01376	CDS	255				hypothetical protein
LOAGDLFN_01377	CDS	729				hypothetical protein
LOAGDLFN_01378	CDS	315				hypothetical protein
LOAGDLFN_01379	CDS	459	asnC_1		COG1522	Regulatory protein AsnC
LOAGDLFN_01380	CDS	384				hypothetical protein
LOAGDLFN_01381	CDS	1287				hypothetical protein
LOAGDLFN_01382	CDS	525	nudC_1	3.6.1.22		NADH pyrophosphatase
LOAGDLFN_01383	CDS	2883	cpoB_1			Cell division coordinator CpoB
LOAGDLFN_01384	CDS	1698				hypothetical protein
LOAGDLFN_01385	CDS	2439	topA	5.6.2.1		DNA topoisomerase 1
LOAGDLFN_01386	CDS	528	aroK	2.7.1.71	COG0703	Shikimate kinase
LOAGDLFN_01387	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
LOAGDLFN_01388	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
LOAGDLFN_01389	CDS	510	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
LOAGDLFN_01390	CDS	480				hypothetical protein
LOAGDLFN_01391	CDS	732				hypothetical protein
LOAGDLFN_01392	CDS	705				hypothetical protein
LOAGDLFN_01393	CDS	1311	axe7A	3.1.1.-	COG3458	Acetyl esterase Axe7A
LOAGDLFN_01394	CDS	651				hypothetical protein
LOAGDLFN_01395	CDS	255				hypothetical protein
LOAGDLFN_01396	CDS	642				hypothetical protein
LOAGDLFN_01397	CDS	2487				hypothetical protein
LOAGDLFN_01398	CDS	162				hypothetical protein
LOAGDLFN_01399	CDS	957				hypothetical protein
LOAGDLFN_01400	CDS	1071				hypothetical protein
LOAGDLFN_01401	CDS	249				hypothetical protein
LOAGDLFN_01402	CDS	1182	araJ		COG2814	Putative transporter AraJ
LOAGDLFN_01403	CDS	420				hypothetical protein
LOAGDLFN_01404	CDS	468	rimP			Ribosome maturation factor RimP
LOAGDLFN_01405	CDS	1257	nusA		COG0195	Transcription termination/antitermination protein NusA
LOAGDLFN_01406	CDS	3012	infB			Translation initiation factor IF-2
LOAGDLFN_01407	CDS	504				hypothetical protein
LOAGDLFN_01408	CDS	1452	sufB		COG0719	FeS cluster assembly protein SufB
LOAGDLFN_01409	CDS	753	sufC		COG0396	putative ATP-dependent transporter SufC
LOAGDLFN_01410	CDS	1344	sufD		COG0719	FeS cluster assembly protein SufD
LOAGDLFN_01411	CDS	1215	sufS	2.8.1.7	COG0520	Cysteine desulfurase
LOAGDLFN_01412	CDS	1758				hypothetical protein
LOAGDLFN_01413	CDS	423	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
LOAGDLFN_01414	CDS	1935	ygjK_2	3.2.1.-		Glucosidase YgjK
LOAGDLFN_01415	CDS	3177	lacZ_7	3.2.1.23		Beta-galactosidase
LOAGDLFN_01416	CDS	603	lysO_1		COG2431	Lysine exporter LysO
LOAGDLFN_01417	CDS	282				hypothetical protein
LOAGDLFN_01418	CDS	1518				SusD-like protein P2
LOAGDLFN_01419	CDS	3129	susC_15			TonB-dependent receptor SusC
LOAGDLFN_01420	CDS	1626				hypothetical protein
LOAGDLFN_01421	CDS	606	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LOAGDLFN_01422	CDS	1314	fucP_2		COG0738	L-fucose-proton symporter
LOAGDLFN_01423	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
LOAGDLFN_01424	CDS	981				hypothetical protein
LOAGDLFN_01425	CDS	1515	gpmI_2	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LOAGDLFN_01426	CDS	582				hypothetical protein
LOAGDLFN_01427	CDS	1188				hypothetical protein
LOAGDLFN_01428	CDS	1107				hypothetical protein
LOAGDLFN_01429	CDS	1608	susD_1			Starch-binding protein SusD
LOAGDLFN_01430	CDS	3006	susC_16			TonB-dependent receptor SusC
LOAGDLFN_01431	CDS	111				hypothetical protein
LOAGDLFN_01432	CDS	2217	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
LOAGDLFN_01433	CDS	1851	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
LOAGDLFN_01434	CDS	1596				hypothetical protein
LOAGDLFN_01435	CDS	156				hypothetical protein
LOAGDLFN_01436	CDS	2574				hypothetical protein
LOAGDLFN_01437	CDS	486				hypothetical protein
LOAGDLFN_01438	CDS	144				hypothetical protein
LOAGDLFN_01439	CDS	1356				hypothetical protein
LOAGDLFN_01440	CDS	2679				hypothetical protein
LOAGDLFN_01441	CDS	144				hypothetical protein
LOAGDLFN_01442	CDS	1965	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
LOAGDLFN_01443	CDS	255	rpsT		COG0268	30S ribosomal protein S20
LOAGDLFN_01444	tRNA	73				tRNA-Glu(ttc)
LOAGDLFN_01445	CDS	726	recO			DNA repair protein RecO
LOAGDLFN_01446	CDS	450	yqeY		COG1610	putative protein YqeY
LOAGDLFN_01447	CDS	1305	ftsZ			Cell division protein FtsZ
LOAGDLFN_01448	CDS	1503	ftsA			Cell division protein FtsA
LOAGDLFN_01449	CDS	738				hypothetical protein
LOAGDLFN_01450	CDS	1377	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LOAGDLFN_01451	CDS	1131	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LOAGDLFN_01452	CDS	1398	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LOAGDLFN_01453	CDS	1335	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
LOAGDLFN_01454	CDS	1269	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LOAGDLFN_01455	CDS	1455	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LOAGDLFN_01456	CDS	2181	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
LOAGDLFN_01457	CDS	375				hypothetical protein
LOAGDLFN_01458	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LOAGDLFN_01459	CDS	465	mraZ			Transcriptional regulator MraZ
LOAGDLFN_01460	CDS	228				hypothetical protein
LOAGDLFN_01461	CDS	840				hypothetical protein
LOAGDLFN_01462	CDS	981				hypothetical protein
LOAGDLFN_01463	CDS	1293	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
LOAGDLFN_01464	CDS	435	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
LOAGDLFN_01465	CDS	1809	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
LOAGDLFN_01466	CDS	834				hypothetical protein
LOAGDLFN_01467	CDS	1335	envC		COG4942	Murein hydrolase activator EnvC
LOAGDLFN_01468	CDS	210				hypothetical protein
LOAGDLFN_01469	CDS	372				hypothetical protein
LOAGDLFN_01470	CDS	915	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
LOAGDLFN_01471	CDS	1845	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
LOAGDLFN_01472	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
LOAGDLFN_01473	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
LOAGDLFN_01474	CDS	657				hypothetical protein
LOAGDLFN_01475	CDS	1470	rpoN		COG1508	RNA polymerase sigma-54 factor
LOAGDLFN_01476	CDS	144				hypothetical protein
LOAGDLFN_01477	CDS	909	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
LOAGDLFN_01478	CDS	2427	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
LOAGDLFN_01479	CDS	1665	udk_1	2.7.1.48		Uridine kinase
LOAGDLFN_01480	CDS	1692				hypothetical protein
LOAGDLFN_01481	CDS	495				hypothetical protein
LOAGDLFN_01482	CDS	1359				hypothetical protein
LOAGDLFN_01483	CDS	867				hypothetical protein
LOAGDLFN_01484	CDS	585	mip_2	5.2.1.8	COG0545	Outer membrane protein MIP
LOAGDLFN_01485	CDS	699	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
LOAGDLFN_01486	CDS	165	rd	1.-.-.-	COG1773	Rubredoxin
LOAGDLFN_01487	CDS	1758				hypothetical protein
LOAGDLFN_01488	CDS	2187	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LOAGDLFN_01489	CDS	1236	resA_4			Thiol-disulfide oxidoreductase ResA
LOAGDLFN_01490	CDS	465	greA		COG0782	Transcription elongation factor GreA
LOAGDLFN_01491	CDS	408				hypothetical protein
LOAGDLFN_01492	CDS	1044	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
LOAGDLFN_01493	tRNA	85				tRNA-Leu(caa)
LOAGDLFN_01494	CDS	663				hypothetical protein
LOAGDLFN_01495	CDS	834				hypothetical protein
LOAGDLFN_01496	CDS	1404				hypothetical protein
LOAGDLFN_01497	CDS	957	dnaG_3	2.7.7.-		DNA primase
LOAGDLFN_01498	CDS	156				hypothetical protein
LOAGDLFN_01499	CDS	249				hypothetical protein
LOAGDLFN_01500	CDS	792				hypothetical protein
LOAGDLFN_01501	CDS	450				hypothetical protein
LOAGDLFN_01502	CDS	450				hypothetical protein
LOAGDLFN_01503	CDS	840				hypothetical protein
LOAGDLFN_01504	CDS	1299				hypothetical protein
LOAGDLFN_01505	CDS	348				hypothetical protein
LOAGDLFN_01506	CDS	1140	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
LOAGDLFN_01507	CDS	603	xerD_2		COG4974	Tyrosine recombinase XerD
LOAGDLFN_01508	CDS	387				hypothetical protein
LOAGDLFN_01509	CDS	318				hypothetical protein
LOAGDLFN_01510	CDS	165				hypothetical protein
LOAGDLFN_01511	CDS	339				hypothetical protein
LOAGDLFN_01512	CDS	2307				hypothetical protein
LOAGDLFN_01513	CDS	351				hypothetical protein
LOAGDLFN_01514	CDS	765				hypothetical protein
LOAGDLFN_01515	CDS	1758				hypothetical protein
LOAGDLFN_01516	CDS	906				IS982 family transposase IS195
LOAGDLFN_01517	CDS	1638				hypothetical protein
LOAGDLFN_01518	CDS	522				hypothetical protein
LOAGDLFN_01519	CDS	432				hypothetical protein
LOAGDLFN_01520	CDS	486	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
LOAGDLFN_01521	CDS	357				hypothetical protein
LOAGDLFN_01522	CDS	1512	accC_1	6.3.4.14	COG0439	Biotin carboxylase
LOAGDLFN_01523	CDS	516				hypothetical protein
LOAGDLFN_01524	CDS	1533	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
LOAGDLFN_01525	CDS	1311	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
LOAGDLFN_01526	CDS	624				hypothetical protein
LOAGDLFN_01527	CDS	564	yvqK_1	2.5.1.17	COG2096	Corrinoid adenosyltransferase
LOAGDLFN_01528	CDS	222				hypothetical protein
LOAGDLFN_01529	CDS	600				hypothetical protein
LOAGDLFN_01530	CDS	2463	priA	3.6.4.-		primosomal protein N'
LOAGDLFN_01531	CDS	711	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
LOAGDLFN_01532	CDS	471		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
LOAGDLFN_01533	CDS	2058	rny_1	3.1.-.-		Ribonuclease Y
LOAGDLFN_01534	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
LOAGDLFN_01535	CDS	1221	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LOAGDLFN_01536	CDS	489				hypothetical protein
LOAGDLFN_01537	CDS	2859				hypothetical protein
LOAGDLFN_01538	CDS	657				hypothetical protein
LOAGDLFN_01539	CDS	891				hypothetical protein
LOAGDLFN_01540	CDS	843	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
LOAGDLFN_01541	CDS	378				hypothetical protein
LOAGDLFN_01542	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
LOAGDLFN_01543	CDS	1806		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LOAGDLFN_01544	CDS	1116	prfB		COG1186	Peptide chain release factor RF2
LOAGDLFN_01545	CDS	132				hypothetical protein
LOAGDLFN_01546	CDS	471		3.6.1.25	COG2954	Inorganic triphosphatase
LOAGDLFN_01547	CDS	2475				hypothetical protein
LOAGDLFN_01548	CDS	504	sigR_2		COG1595	ECF RNA polymerase sigma factor SigR
LOAGDLFN_01549	CDS	387				hypothetical protein
LOAGDLFN_01550	CDS	1365				hypothetical protein
LOAGDLFN_01551	CDS	903				hypothetical protein
LOAGDLFN_01552	CDS	1359				hypothetical protein
LOAGDLFN_01553	CDS	1419	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
LOAGDLFN_01554	CDS	195				hypothetical protein
LOAGDLFN_01555	CDS	501				hypothetical protein
LOAGDLFN_01556	CDS	1875				hypothetical protein
LOAGDLFN_01557	CDS	1197				hypothetical protein
LOAGDLFN_01558	CDS	348				hypothetical protein
LOAGDLFN_01559	CDS	1386				hypothetical protein
LOAGDLFN_01560	CDS	699	rhaR_2			HTH-type transcriptional activator RhaR
LOAGDLFN_01561	CDS	597		2.3.1.-	COG0110	Putative acetyltransferase
LOAGDLFN_01562	CDS	639	gph_1	3.1.3.18		Phosphoglycolate phosphatase
LOAGDLFN_01563	CDS	285				hypothetical protein
LOAGDLFN_01564	CDS	2403				hypothetical protein
LOAGDLFN_01565	CDS	960	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LOAGDLFN_01566	CDS	864				hypothetical protein
LOAGDLFN_01567	CDS	780				hypothetical protein
LOAGDLFN_01568	CDS	1299				hypothetical protein
LOAGDLFN_01569	CDS	2871				hypothetical protein
LOAGDLFN_01570	CDS	1080				hypothetical protein
LOAGDLFN_01571	CDS	327				hypothetical protein
LOAGDLFN_01572	CDS	351				hypothetical protein
LOAGDLFN_01573	CDS	1005				hypothetical protein
LOAGDLFN_01574	CDS	375				hypothetical protein
LOAGDLFN_01575	CDS	300				hypothetical protein
LOAGDLFN_01576	CDS	285				hypothetical protein
LOAGDLFN_01577	CDS	168				hypothetical protein
LOAGDLFN_01578	CDS	294				hypothetical protein
LOAGDLFN_01579	CDS	705				hypothetical protein
LOAGDLFN_01580	CDS	792				hypothetical protein
LOAGDLFN_01581	CDS	702				hypothetical protein
LOAGDLFN_01582	CDS	1110				hypothetical protein
LOAGDLFN_01583	CDS	222				hypothetical protein
LOAGDLFN_01584	CDS	1056				hypothetical protein
LOAGDLFN_01585	CDS	210				hypothetical protein
LOAGDLFN_01586	CDS	213				hypothetical protein
LOAGDLFN_01587	CDS	1773	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
LOAGDLFN_01588	CDS	276				hypothetical protein
LOAGDLFN_01589	CDS	1839				hypothetical protein
LOAGDLFN_01590	CDS	183				hypothetical protein
LOAGDLFN_01591	CDS	1224				hypothetical protein
LOAGDLFN_01592	CDS	297				hypothetical protein
LOAGDLFN_01593	CDS	549				hypothetical protein
LOAGDLFN_01594	CDS	1107	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
LOAGDLFN_01595	CDS	795				hypothetical protein
LOAGDLFN_01596	CDS	2367	ptk_2	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
LOAGDLFN_01597	CDS	705	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
LOAGDLFN_01598	CDS	1206	wecC_2	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
LOAGDLFN_01599	CDS	1275				hypothetical protein
LOAGDLFN_01600	CDS	1203				hypothetical protein
LOAGDLFN_01601	CDS	1170				hypothetical protein
LOAGDLFN_01602	CDS	1074	capD_2	5.1.3.2	COG1086	UDP-glucose 4-epimerase
LOAGDLFN_01603	CDS	1155	wbjC_2	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
LOAGDLFN_01604	CDS	399				hypothetical protein
LOAGDLFN_01605	CDS	1182	wbpI_2	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
LOAGDLFN_01606	CDS	1182				hypothetical protein
LOAGDLFN_01607	CDS	339		2.3.1.-		Putative acetyltransferase
LOAGDLFN_01608	CDS	240				hypothetical protein
LOAGDLFN_01609	CDS	1194				hypothetical protein
LOAGDLFN_01610	CDS	699	wecG_2	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
LOAGDLFN_01611	CDS	1161	wecB_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
LOAGDLFN_01612	CDS	183				hypothetical protein
LOAGDLFN_01613	CDS	171				hypothetical protein
LOAGDLFN_01614	CDS	309				hypothetical protein
LOAGDLFN_01615	CDS	2262				hypothetical protein
LOAGDLFN_01616	CDS	2376	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_01617	CDS	1305	zraR_3		COG2204	Transcriptional regulatory protein ZraR
LOAGDLFN_01618	CDS	396				hypothetical protein
LOAGDLFN_01619	CDS	2037				hypothetical protein
LOAGDLFN_01620	CDS	1224				hypothetical protein
LOAGDLFN_01621	CDS	423				hypothetical protein
LOAGDLFN_01622	CDS	795				hypothetical protein
LOAGDLFN_01623	CDS	450				hypothetical protein
LOAGDLFN_01624	CDS	669				hypothetical protein
LOAGDLFN_01625	CDS	390				hypothetical protein
LOAGDLFN_01626	CDS	327				hypothetical protein
LOAGDLFN_01627	CDS	2535				hypothetical protein
LOAGDLFN_01628	CDS	357				hypothetical protein
LOAGDLFN_01629	CDS	630				hypothetical protein
LOAGDLFN_01630	CDS	1014				hypothetical protein
LOAGDLFN_01631	CDS	624				hypothetical protein
LOAGDLFN_01632	CDS	300				hypothetical protein
LOAGDLFN_01633	CDS	1308				hypothetical protein
LOAGDLFN_01634	CDS	915				hypothetical protein
LOAGDLFN_01635	CDS	588				hypothetical protein
LOAGDLFN_01636	CDS	462				hypothetical protein
LOAGDLFN_01637	CDS	480				hypothetical protein
LOAGDLFN_01638	CDS	1155				hypothetical protein
LOAGDLFN_01639	CDS	882				hypothetical protein
LOAGDLFN_01640	CDS	1236				hypothetical protein
LOAGDLFN_01641	CDS	768				hypothetical protein
LOAGDLFN_01642	CDS	807				hypothetical protein
LOAGDLFN_01643	CDS	279				hypothetical protein
LOAGDLFN_01644	CDS	291				hypothetical protein
LOAGDLFN_01645	CDS	345				hypothetical protein
LOAGDLFN_01646	CDS	714				hypothetical protein
LOAGDLFN_01647	CDS	702				hypothetical protein
LOAGDLFN_01648	CDS	1020				hypothetical protein
LOAGDLFN_01649	CDS	210				hypothetical protein
LOAGDLFN_01650	CDS	300				hypothetical protein
LOAGDLFN_01651	CDS	600				hypothetical protein
LOAGDLFN_01652	CDS	498				hypothetical protein
LOAGDLFN_01653	CDS	252				hypothetical protein
LOAGDLFN_01654	CDS	888				hypothetical protein
LOAGDLFN_01655	CDS	1143				hypothetical protein
LOAGDLFN_01656	CDS	297				hypothetical protein
LOAGDLFN_01657	CDS	408				hypothetical protein
LOAGDLFN_01658	CDS	1236			COG3385	IS4 family transposase ISCph2
LOAGDLFN_01659	CDS	1206				IS1380 family transposase ISBvu1
LOAGDLFN_01660	CDS	1368				hypothetical protein
LOAGDLFN_01661	CDS	1290				IS1380 family transposase ISBvu1
LOAGDLFN_01662	CDS	1236	xerC_6			Tyrosine recombinase XerC
LOAGDLFN_01663	tRNA	76				tRNA-Phe(gaa)
LOAGDLFN_01664	CDS	1041	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
LOAGDLFN_01665	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
LOAGDLFN_01666	CDS	1101	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
LOAGDLFN_01667	CDS	1782	sppA	3.4.21.-	COG0616	Protease 4
LOAGDLFN_01668	CDS	606				hypothetical protein
LOAGDLFN_01669	CDS	2841				hypothetical protein
LOAGDLFN_01670	CDS	1140	garK	2.7.1.165	COG1929	Glycerate 2-kinase
LOAGDLFN_01671	rRNA	1525				16S ribosomal RNA
LOAGDLFN_01672	tRNA	75				tRNA-Ile(gat)
LOAGDLFN_01673	tRNA	75				tRNA-Ala(tgc)
LOAGDLFN_01674	rRNA	2880				23S ribosomal RNA
LOAGDLFN_01675	rRNA	106				5S ribosomal RNA
LOAGDLFN_01676	CDS	363				hypothetical protein
LOAGDLFN_01677	CDS	816	tolQ_2			Tol-Pal system protein TolQ
LOAGDLFN_01678	CDS	606	tolR_2			Tol-Pal system protein TolR
LOAGDLFN_01679	CDS	651				hypothetical protein
LOAGDLFN_01680	CDS	813				hypothetical protein
LOAGDLFN_01681	CDS	945				hypothetical protein
LOAGDLFN_01682	CDS	1416	lapB_1			Lipopolysaccharide assembly protein B
LOAGDLFN_01683	CDS	843	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LOAGDLFN_01684	CDS	891				hypothetical protein
LOAGDLFN_01685	CDS	366				hypothetical protein
LOAGDLFN_01686	CDS	1494				hypothetical protein
LOAGDLFN_01687	CDS	1266	yeeO		COG0534	putative FMN/FAD exporter YeeO
LOAGDLFN_01688	CDS	1347	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LOAGDLFN_01689	CDS	1467				hypothetical protein
LOAGDLFN_01690	CDS	1404	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
LOAGDLFN_01691	CDS	495				hypothetical protein
LOAGDLFN_01692	CDS	576				hypothetical protein
LOAGDLFN_01693	CDS	246				hypothetical protein
LOAGDLFN_01694	CDS	462	rplM		COG0102	50S ribosomal protein L13
