locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIEECKCC_01340	CDS	948	cbiK_1	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
AIEECKCC_01341	CDS	1515				hypothetical protein
AIEECKCC_01342	CDS	3915				hypothetical protein
AIEECKCC_01343	CDS	558				hypothetical protein
AIEECKCC_01344	CDS	606				hypothetical protein
AIEECKCC_01345	CDS	333				hypothetical protein
AIEECKCC_01346	CDS	2070	btuB_6			Vitamin B12 transporter BtuB
AIEECKCC_01347	CDS	825	cbiK_2	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
AIEECKCC_01348	CDS	900	rhaR_1			HTH-type transcriptional activator RhaR
AIEECKCC_01349	CDS	1416	cysG_1	4.99.1.4		Siroheme synthase
AIEECKCC_01350	CDS	1266	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
AIEECKCC_01351	CDS	1854	cysG_2	4.99.1.4		Siroheme synthase
AIEECKCC_01352	CDS	1896	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
AIEECKCC_01353	CDS	672				hypothetical protein
AIEECKCC_01354	CDS	1086	yxeI		COG3049	putative protein YxeI
AIEECKCC_01355	CDS	1380	mepA_3			Multidrug export protein MepA
AIEECKCC_01356	CDS	1020	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AIEECKCC_01357	CDS	1017	hmuU_3		COG0609	Hemin transport system permease protein HmuU
AIEECKCC_01358	CDS	1170				hypothetical protein
AIEECKCC_01359	CDS	1356	rclA_1		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
AIEECKCC_01360	CDS	591	rclC		COG3059	Inner membrane protein RclC
AIEECKCC_01361	CDS	858				hypothetical protein
AIEECKCC_01362	CDS	708	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
AIEECKCC_01363	CDS	396				hypothetical protein
AIEECKCC_01364	CDS	1992				hypothetical protein
AIEECKCC_01365	CDS	888				hypothetical protein
AIEECKCC_01366	CDS	3222	lacZ_9	3.2.1.23		Beta-galactosidase
AIEECKCC_01367	CDS	768				hypothetical protein
AIEECKCC_01368	CDS	1563				hypothetical protein
AIEECKCC_01369	CDS	108				hypothetical protein
AIEECKCC_01370	CDS	951	wecA_2	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
AIEECKCC_01371	CDS	996	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
AIEECKCC_01372	CDS	831	wbbD_1	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
AIEECKCC_01373	CDS	1209				hypothetical protein
AIEECKCC_01374	CDS	837				hypothetical protein
AIEECKCC_01375	CDS	1209	rfbX_1		COG2244	Putative O-antigen transporter
AIEECKCC_01376	CDS	975				hypothetical protein
AIEECKCC_01377	CDS	1077				hypothetical protein
AIEECKCC_01378	CDS	1134	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
AIEECKCC_01379	CDS	243				hypothetical protein
AIEECKCC_01380	CDS	150				hypothetical protein
AIEECKCC_01381	CDS	1119				hypothetical protein
AIEECKCC_01382	CDS	474				hypothetical protein
AIEECKCC_01383	CDS	558				hypothetical protein
AIEECKCC_01384	CDS	198				hypothetical protein
AIEECKCC_01385	CDS	996	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AIEECKCC_01386	CDS	729				hypothetical protein
AIEECKCC_01387	CDS	1128	iolD	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
AIEECKCC_01388	CDS	1311	prpB	4.1.3.30		2-methylisocitrate lyase
AIEECKCC_01389	CDS	375				hypothetical protein
AIEECKCC_01390	CDS	753		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
AIEECKCC_01391	CDS	102				hypothetical protein
AIEECKCC_01392	CDS	141				hypothetical protein
AIEECKCC_01393	CDS	603				hypothetical protein
AIEECKCC_01394	CDS	1776				hypothetical protein
AIEECKCC_01395	CDS	219				hypothetical protein
AIEECKCC_01396	CDS	486				hypothetical protein
AIEECKCC_01397	CDS	495				hypothetical protein
AIEECKCC_01398	CDS	1017	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
AIEECKCC_01399	CDS	1140	purT_1	2.1.2.-		Formate-dependent phosphoribosylglycinamide formyltransferase
AIEECKCC_01400	CDS	936				hypothetical protein
AIEECKCC_01401	CDS	978	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
AIEECKCC_01402	CDS	684	neuA_1	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
AIEECKCC_01403	CDS	1164	arnB_2	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
AIEECKCC_01404	CDS	1023	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
AIEECKCC_01405	CDS	489				hypothetical protein
AIEECKCC_01406	CDS	537	rfaH_2			Transcription antitermination protein RfaH
AIEECKCC_01407	CDS	147				hypothetical protein
AIEECKCC_01408	CDS	327				hypothetical protein
AIEECKCC_01409	CDS	1191	der_3			GTPase Der
AIEECKCC_01410	CDS	861				hypothetical protein
AIEECKCC_01411	CDS	3024	susC_4			TonB-dependent receptor SusC
AIEECKCC_01412	CDS	1494				hypothetical protein
AIEECKCC_01413	CDS	282				hypothetical protein
AIEECKCC_01414	CDS	174				hypothetical protein
AIEECKCC_01415	CDS	1221				hypothetical protein
AIEECKCC_01416	CDS	2817				TonB-dependent receptor P3
AIEECKCC_01417	CDS	1518				SusD-like protein
AIEECKCC_01418	CDS	666				hypothetical protein
AIEECKCC_01419	CDS	699	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
AIEECKCC_01420	CDS	879				hypothetical protein
AIEECKCC_01421	CDS	675	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AIEECKCC_01422	CDS	645				hypothetical protein
AIEECKCC_01423	CDS	606	tdk	2.7.1.21	COG1435	Thymidine kinase
AIEECKCC_01424	CDS	1116				hypothetical protein
AIEECKCC_01425	tRNA	76				tRNA-Lys(ttt)
AIEECKCC_01426	CDS	243				hypothetical protein
AIEECKCC_01427	CDS	231				hypothetical protein
AIEECKCC_01428	CDS	774				hypothetical protein
AIEECKCC_01429	CDS	840	rhaS_4			HTH-type transcriptional activator RhaS
AIEECKCC_01430	CDS	1377	mepA_4			Multidrug export protein MepA
AIEECKCC_01431	CDS	210				hypothetical protein
AIEECKCC_01432	CDS	450				hypothetical protein
AIEECKCC_01433	CDS	543				hypothetical protein
AIEECKCC_01434	CDS	243				hypothetical protein
AIEECKCC_01435	CDS	870	mscS		COG0668	Small-conductance mechanosensitive channel
AIEECKCC_01436	CDS	2313	btuB_7			Vitamin B12 transporter BtuB
AIEECKCC_01437	CDS	651	pnuC		COG3201	Nicotinamide riboside transporter PnuC
AIEECKCC_01438	CDS	678				hypothetical protein
AIEECKCC_01439	CDS	909				hypothetical protein
AIEECKCC_01440	CDS	324				hypothetical protein
AIEECKCC_01441	CDS	228				hypothetical protein
AIEECKCC_01442	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
AIEECKCC_01443	CDS	1260	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AIEECKCC_01444	CDS	2433	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
AIEECKCC_01445	CDS	1038	ansA_1	3.5.1.1	COG0252	L-asparaginase 1
AIEECKCC_01446	CDS	543	csh	3.13.1.5		Carbon disulfide hydrolase
AIEECKCC_01447	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
AIEECKCC_01448	CDS	1623				hypothetical protein
AIEECKCC_01449	CDS	3993	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01450	CDS	612				hypothetical protein
AIEECKCC_01451	CDS	2457	btuB_8			Vitamin B12 transporter BtuB
AIEECKCC_01452	CDS	405	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
AIEECKCC_01453	CDS	288				hypothetical protein
AIEECKCC_01454	CDS	1056				hypothetical protein
AIEECKCC_01455	CDS	1866	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
AIEECKCC_01456	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
AIEECKCC_01457	CDS	1908				hypothetical protein
AIEECKCC_01458	CDS	954	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
AIEECKCC_01459	CDS	1128				hypothetical protein
AIEECKCC_01460	CDS	1380				hypothetical protein
AIEECKCC_01461	CDS	504	gldH			Gliding motility lipoprotein GldH
AIEECKCC_01462	CDS	861				hypothetical protein
AIEECKCC_01463	CDS	381				hypothetical protein
AIEECKCC_01464	CDS	1455	mrdB_2	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
AIEECKCC_01465	CDS	1866	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AIEECKCC_01466	CDS	504				hypothetical protein
AIEECKCC_01467	CDS	846	mreC		COG1792	Cell shape-determining protein MreC
AIEECKCC_01468	CDS	1023	mbl		COG1077	Cell shape-determining protein Mbl
AIEECKCC_01469	CDS	1524	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
AIEECKCC_01470	CDS	126				hypothetical protein
AIEECKCC_01471	CDS	2043	pepO	3.4.24.-	COG3590	Neutral endopeptidase
AIEECKCC_01472	CDS	1962	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
AIEECKCC_01473	CDS	1494	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01474	CDS	849	rhaS_5			HTH-type transcriptional activator RhaS
AIEECKCC_01475	CDS	777	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AIEECKCC_01476	CDS	333				hypothetical protein
AIEECKCC_01477	CDS	975				hypothetical protein
AIEECKCC_01478	CDS	3255				hypothetical protein
AIEECKCC_01479	CDS	1008				hypothetical protein
AIEECKCC_01480	CDS	939				hypothetical protein
AIEECKCC_01481	CDS	1128				hypothetical protein
AIEECKCC_01482	CDS	1464				hypothetical protein
AIEECKCC_01483	CDS	564				hypothetical protein
AIEECKCC_01484	CDS	921				hypothetical protein
AIEECKCC_01485	CDS	912				hypothetical protein
AIEECKCC_01486	CDS	2355	bamA_1			Outer membrane protein assembly factor BamA
AIEECKCC_01487	CDS	4551				hypothetical protein
AIEECKCC_01488	CDS	2295	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01489	CDS	1302	norM		COG0534	Multidrug resistance protein NorM
AIEECKCC_01490	CDS	1239		3.4.24.-	COG0612	putative zinc protease
AIEECKCC_01491	CDS	840		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
AIEECKCC_01492	CDS	1428	zraR_2		COG2204	Transcriptional regulatory protein ZraR
AIEECKCC_01493	CDS	183				hypothetical protein
AIEECKCC_01494	CDS	2538	tolB_1			Tol-Pal system protein TolB
AIEECKCC_01495	CDS	672	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
AIEECKCC_01496	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AIEECKCC_01497	CDS	585	qacR			HTH-type transcriptional regulator QacR
AIEECKCC_01498	tRNA	74				tRNA-Met(cat)
AIEECKCC_01499	CDS	1311	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
AIEECKCC_01500	CDS	834				hypothetical protein
AIEECKCC_01501	CDS	369	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
AIEECKCC_01502	CDS	831				hypothetical protein
AIEECKCC_01503	CDS	852	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AIEECKCC_01504	CDS	924				hypothetical protein
AIEECKCC_01505	CDS	1434				hypothetical protein
AIEECKCC_01506	CDS	951				hypothetical protein
AIEECKCC_01507	CDS	816				hypothetical protein
AIEECKCC_01508	CDS	651				hypothetical protein
AIEECKCC_01509	CDS	606	tolR_2			Tol-Pal system protein TolR
AIEECKCC_01510	CDS	813	tolQ_2			Tol-Pal system protein TolQ
AIEECKCC_01511	CDS	447				hypothetical protein
AIEECKCC_01512	rRNA	106				5S ribosomal RNA
AIEECKCC_01513	rRNA	2871				23S ribosomal RNA
AIEECKCC_01514	tRNA	75				tRNA-Ala(tgc)
AIEECKCC_01515	tRNA	75				tRNA-Ile(gat)
AIEECKCC_01516	rRNA	1523				16S ribosomal RNA
AIEECKCC_01517	CDS	1770	sppA	3.4.21.-	COG0616	Protease 4
AIEECKCC_01518	CDS	1131	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
AIEECKCC_01519	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
AIEECKCC_01520	CDS	1050	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
AIEECKCC_01521	tRNA	76				tRNA-Phe(gaa)
AIEECKCC_01522	CDS	1236	xerC_8			Tyrosine recombinase XerC
AIEECKCC_01523	CDS	1290				IS1380 family transposase ISBvu1
AIEECKCC_01524	CDS	1368				hypothetical protein
AIEECKCC_01525	CDS	1206				IS1380 family transposase ISBvu1
AIEECKCC_01526	CDS	531				hypothetical protein
AIEECKCC_01527	CDS	264				hypothetical protein
AIEECKCC_01528	CDS	408				hypothetical protein
AIEECKCC_01529	CDS	297				hypothetical protein
AIEECKCC_01530	CDS	1143				hypothetical protein
AIEECKCC_01531	CDS	888				hypothetical protein
AIEECKCC_01532	CDS	252				hypothetical protein
AIEECKCC_01533	CDS	411				hypothetical protein
AIEECKCC_01534	CDS	600				hypothetical protein
AIEECKCC_01535	CDS	300				hypothetical protein
AIEECKCC_01536	CDS	210				hypothetical protein
AIEECKCC_01537	CDS	1020				hypothetical protein
AIEECKCC_01538	CDS	702				hypothetical protein
AIEECKCC_01539	CDS	711				hypothetical protein
AIEECKCC_01540	CDS	345				hypothetical protein
AIEECKCC_01541	CDS	291				hypothetical protein
AIEECKCC_01542	CDS	279				hypothetical protein
AIEECKCC_01543	CDS	822				hypothetical protein
AIEECKCC_01544	CDS	741				hypothetical protein
AIEECKCC_01545	CDS	1236				hypothetical protein
AIEECKCC_01546	CDS	882				hypothetical protein
AIEECKCC_01547	CDS	1155				hypothetical protein
AIEECKCC_01548	CDS	480				hypothetical protein
AIEECKCC_01549	CDS	462				hypothetical protein
AIEECKCC_01550	CDS	588				hypothetical protein
AIEECKCC_01551	CDS	915				hypothetical protein
AIEECKCC_01552	CDS	1308				hypothetical protein
AIEECKCC_01553	CDS	300				hypothetical protein
AIEECKCC_01554	CDS	624				hypothetical protein
AIEECKCC_01555	CDS	1014				hypothetical protein
AIEECKCC_01556	CDS	630				hypothetical protein
AIEECKCC_01557	CDS	357				hypothetical protein
AIEECKCC_01558	CDS	2535				hypothetical protein
AIEECKCC_01559	CDS	327				hypothetical protein
AIEECKCC_01560	CDS	417				hypothetical protein
AIEECKCC_01561	CDS	1011				hypothetical protein
AIEECKCC_01562	CDS	1077				hypothetical protein
AIEECKCC_01563	CDS	669				hypothetical protein
AIEECKCC_01564	CDS	450				hypothetical protein
AIEECKCC_01565	CDS	795				hypothetical protein
AIEECKCC_01566	CDS	423				hypothetical protein
AIEECKCC_01567	CDS	1224				hypothetical protein
AIEECKCC_01568	CDS	2037				hypothetical protein
AIEECKCC_01569	CDS	396				hypothetical protein
AIEECKCC_01570	CDS	1305	zraR_3		COG2204	Transcriptional regulatory protein ZraR
AIEECKCC_01571	CDS	2376	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01572	CDS	2262				hypothetical protein
AIEECKCC_01573	CDS	309				hypothetical protein
AIEECKCC_01574	CDS	171				hypothetical protein
AIEECKCC_01575	CDS	1161	wecB_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
AIEECKCC_01576	CDS	699	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
AIEECKCC_01577	CDS	1194				hypothetical protein
AIEECKCC_01578	CDS	240				hypothetical protein
AIEECKCC_01579	CDS	498	dapH_3	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
AIEECKCC_01580	CDS	1182				hypothetical protein
AIEECKCC_01581	CDS	1182	wbpI_4	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
AIEECKCC_01582	CDS	399				hypothetical protein
AIEECKCC_01583	CDS	1155	wbjC_3	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
AIEECKCC_01584	CDS	1074	capD_3	5.1.3.2	COG1086	UDP-glucose 4-epimerase
AIEECKCC_01585	CDS	1170				hypothetical protein
AIEECKCC_01586	CDS	1203				hypothetical protein
AIEECKCC_01587	CDS	1344				hypothetical protein
AIEECKCC_01588	CDS	1206	wecC_1	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
AIEECKCC_01589	CDS	705	cpsB	3.1.3.48		Tyrosine-protein phosphatase CpsB
AIEECKCC_01590	CDS	2379	ptk	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
AIEECKCC_01591	CDS	795				hypothetical protein
AIEECKCC_01592	CDS	1107	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
AIEECKCC_01593	CDS	549				hypothetical protein
AIEECKCC_01594	CDS	195				hypothetical protein
AIEECKCC_01595	CDS	1215				hypothetical protein
AIEECKCC_01596	CDS	183				hypothetical protein
AIEECKCC_01597	CDS	1836				hypothetical protein
AIEECKCC_01598	CDS	276				hypothetical protein
AIEECKCC_01599	CDS	1761	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
AIEECKCC_01600	CDS	213				hypothetical protein
AIEECKCC_01601	CDS	210				hypothetical protein
AIEECKCC_01602	CDS	1071				hypothetical protein
AIEECKCC_01603	CDS	222				hypothetical protein
AIEECKCC_01604	CDS	1128				hypothetical protein
AIEECKCC_01605	CDS	702				hypothetical protein
AIEECKCC_01606	CDS	792				hypothetical protein
AIEECKCC_01607	CDS	723				hypothetical protein
AIEECKCC_01608	CDS	294				hypothetical protein
AIEECKCC_01609	CDS	102				hypothetical protein
AIEECKCC_01610	CDS	300				hypothetical protein
AIEECKCC_01611	CDS	303				hypothetical protein
AIEECKCC_01612	CDS	1299				hypothetical protein
AIEECKCC_01613	CDS	1245				hypothetical protein
AIEECKCC_01614	CDS	543				hypothetical protein
AIEECKCC_01615	CDS	276				hypothetical protein
AIEECKCC_01616	CDS	228				hypothetical protein
AIEECKCC_01617	CDS	609				hypothetical protein
AIEECKCC_01618	CDS	195				hypothetical protein
AIEECKCC_01619	CDS	654				hypothetical protein
AIEECKCC_01620	CDS	192				hypothetical protein
AIEECKCC_01621	CDS	465				hypothetical protein
AIEECKCC_01622	CDS	765				hypothetical protein
AIEECKCC_01623	CDS	585				hypothetical protein
AIEECKCC_01624	CDS	2061	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
AIEECKCC_01625	CDS	621	vatD	2.3.1.-		Streptogramin A acetyltransferase
AIEECKCC_01626	CDS	1233	mdtK_2			Multidrug resistance protein MdtK
AIEECKCC_01627	CDS	141				hypothetical protein
AIEECKCC_01628	CDS	918	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AIEECKCC_01629	CDS	927	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
AIEECKCC_01630	CDS	801	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
AIEECKCC_01631	CDS	2829				hypothetical protein
AIEECKCC_01632	CDS	1488				hypothetical protein
AIEECKCC_01633	CDS	804	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AIEECKCC_01634	CDS	513				hypothetical protein
AIEECKCC_01635	CDS	885				hypothetical protein
AIEECKCC_01636	CDS	1527	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01637	CDS	2244				hypothetical protein
AIEECKCC_01638	CDS	972		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
AIEECKCC_01639	CDS	1311	ampG_1		COG0477	Anhydromuropeptide permease
AIEECKCC_01640	CDS	2271				hypothetical protein
AIEECKCC_01641	CDS	141				hypothetical protein
AIEECKCC_01642	CDS	1983				hypothetical protein
AIEECKCC_01643	CDS	1155				hypothetical protein
AIEECKCC_01644	CDS	1014				hypothetical protein
AIEECKCC_01645	CDS	1590				hypothetical protein
AIEECKCC_01646	CDS	3387				TonB-dependent receptor P3
AIEECKCC_01647	CDS	2277				hypothetical protein
AIEECKCC_01648	CDS	990				hypothetical protein
AIEECKCC_01649	CDS	594	fliA			RNA polymerase sigma factor FliA
AIEECKCC_01650	CDS	2232				hypothetical protein
AIEECKCC_01651	CDS	2013	gph_1	3.1.3.18		Phosphoglycolate phosphatase
AIEECKCC_01652	CDS	318	rplU		COG0261	50S ribosomal protein L21
AIEECKCC_01653	CDS	270	rpmA		COG0211	50S ribosomal protein L27
AIEECKCC_01654	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
AIEECKCC_01655	CDS	702	btsR_3		COG3279	Transcriptional regulatory protein BtsR
AIEECKCC_01656	CDS	1014				hypothetical protein
AIEECKCC_01657	CDS	1110				Outer membrane protein 41
AIEECKCC_01658	CDS	918				hypothetical protein
AIEECKCC_01659	CDS	891				hypothetical protein
AIEECKCC_01660	CDS	1140	xerC_9			Tyrosine recombinase XerC
AIEECKCC_01661	CDS	183				hypothetical protein
AIEECKCC_01662	CDS	1248				hypothetical protein
AIEECKCC_01663	CDS	876				hypothetical protein
AIEECKCC_01664	CDS	1140				Outer membrane protein 41
AIEECKCC_01665	CDS	804				hypothetical protein
AIEECKCC_01666	CDS	426		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AIEECKCC_01667	CDS	558	def	3.5.1.88	COG0242	Peptide deformylase
AIEECKCC_01668	CDS	2061	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
AIEECKCC_01669	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
AIEECKCC_01670	CDS	648	infC			Translation initiation factor IF-3
AIEECKCC_01671	CDS	198	rpmI		COG0291	50S ribosomal protein L35
AIEECKCC_01672	CDS	351	rplT			50S ribosomal protein L20
AIEECKCC_01673	CDS	1308		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
AIEECKCC_01674	CDS	582				hypothetical protein
AIEECKCC_01675	CDS	1593				hypothetical protein
AIEECKCC_01676	CDS	1032	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
AIEECKCC_01677	CDS	1110	tolB_2			Tol-Pal system protein TolB
AIEECKCC_01678	CDS	168				hypothetical protein
AIEECKCC_01679	CDS	306				hypothetical protein
AIEECKCC_01680	tRNA	74				tRNA-Thr(cgt)
AIEECKCC_01681	CDS	1674	pglF_2	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
AIEECKCC_01682	CDS	2469				hypothetical protein
AIEECKCC_01683	CDS	1107				hypothetical protein
AIEECKCC_01684	CDS	348				hypothetical protein
AIEECKCC_01685	CDS	462				hypothetical protein
AIEECKCC_01686	CDS	1209	nagC		COG1940	N-acetylglucosamine repressor
AIEECKCC_01687	CDS	1101				hypothetical protein
AIEECKCC_01688	CDS	1401	xylE_1			D-xylose-proton symporter
AIEECKCC_01689	CDS	1176	ce_2	5.1.3.11		Cellobiose 2-epimerase
AIEECKCC_01690	CDS	3108				TonB-dependent receptor P3
AIEECKCC_01691	CDS	1692				SusD-like protein P38
AIEECKCC_01692	CDS	1101				hypothetical protein
AIEECKCC_01693	CDS	678				hypothetical protein
AIEECKCC_01694	CDS	3171				hypothetical protein
AIEECKCC_01695	CDS	2826				hypothetical protein
AIEECKCC_01696	CDS	1176	dnaJ_1		COG0484	Chaperone protein DnaJ
AIEECKCC_01697	CDS	633	grpE		COG0576	Protein GrpE
AIEECKCC_01698	CDS	1620	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
AIEECKCC_01699	CDS	1053				hypothetical protein
AIEECKCC_01700	CDS	897				hypothetical protein
AIEECKCC_01701	CDS	2136	yhgF		COG2183	Protein YhgF
AIEECKCC_01702	CDS	678				hypothetical protein
AIEECKCC_01703	CDS	1911	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_01704	CDS	1746	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
AIEECKCC_01705	CDS	345				hypothetical protein
AIEECKCC_01706	CDS	2325	btuB_9			Vitamin B12 transporter BtuB
